Reporting Area,Current MMWR Year,MMWR WEEK,Label,Current week,"Current week, flag",Previous 52 week Max,"Previous 52 weeks Max, flag",Cumulative YTD Current MMWR Year,"Cumulative YTD Current MMWR Year, flag",Cumulative YTD Previous MMWR Year,"Cumulative YTD Previous MMWR Year, flag",LOCATION1,LOCATION2,sort_order,geocode
Wisconsin,2025,42,"Measles, Imported",,-,0,,,-,,-,Wisconsin,,20254204359,POINT (-89.38645 43.07313)
West North Central,2025,42,"Measles, Imported",1.0,,3,,8,,9,,,West North Central,20254204360,
Iowa,2025,42,"Measles, Imported",,-,1,,1,,,-,Iowa,,20254204361,POINT (-93.61539 41.58981)
Kansas,2025,42,"Measles, Imported",,-,2,,2,,,-,Kansas,,20254204362,POINT (-95.6712 39.04926)
Minnesota,2025,42,"Measles, Imported",1.0,,3,,5,,9,,Minnesota,,20254204363,POINT (-93.09649 44.94339)
Missouri,2025,42,"Measles, Imported",,-,0,,,-,,-,Missouri,,20254204364,POINT (-92.17785 38.57751)
Nebraska,2025,42,"Measles, Imported",,-,0,,,-,,-,Nebraska,,20254204365,POINT (-96.70731 40.81362)
North Dakota,2025,42,"Measles, Imported",,-,0,,,-,,-,North Dakota,,20254204366,POINT (-100.7797 46.80536)
South Dakota,2025,42,"Measles, Imported",,-,0,,,-,,-,South Dakota,,20254204367,POINT (-100.34987 44.36917)
South Atlantic,2025,42,"Measles, Imported",,-,1,,8,,8,,,South Atlantic,20254204368,POINT (-100.34987 44.36917)
Delaware,2025,42,"Measles, Imported",,-,0,,,-,,-,Delaware,,20254204369,POINT (-75.52474 39.15803)
District of Columbia,2025,42,"Measles, Imported",,-,0,,,-,1,,District of Columbia,,20254204370,
Florida,2025,42,"Measles, Imported",,-,1,,2,,2,,Florida,,20254204371,POINT (-84.28065 30.43978)
Georgia,2025,42,"Measles, Imported",,-,0,,,-,1,,Georgia,,20254204372,POINT (-84.39111 33.74831)
Maryland,2025,42,"Measles, Imported",,-,1,,1,,1,,Maryland,,20254204373,POINT (-76.49015 38.97678)
North Carolina,2025,42,"Measles, Imported",,-,0,,,-,1,,North Carolina,,20254204374,POINT (-78.64271 35.78543)
South Carolina,2025,42,"Measles, Imported",,-,1,,2,,,-,South Carolina,,20254204375,POINT (-81.04537 33.99882)
Virginia,2025,42,"Measles, Imported",,-,1,,3,,1,,Virginia,,20254204376,POINT (-77.43367 37.54068)
West Virginia,2025,42,"Measles, Imported",,-,0,,,-,1,,West Virginia,,20254204377,POINT (-81.63896 38.35016)
East South Central,2025,42,"Measles, Imported",,-,2,,9,,1,,,East South Central,20254204378,
Alabama,2025,42,"Measles, Imported",,-,1,,1,,,-,Alabama,,20254204379,POINT (-86.30006 32.38015)
Kentucky,2025,42,"Measles, Imported",,-,2,,7,,,-,Kentucky,,20254204380,POINT (-84.8787 38.19507)
Mississippi,2025,42,"Measles, Imported",,-,0,,,-,,-,Mississippi,,20254204381,POINT (-90.18045 32.29896)
Tennessee,2025,42,"Measles, Imported",,-,1,,1,,1,,Tennessee,,20254204382,POINT (-86.77799 36.16792)
West South Central,2025,42,"Measles, Imported",,-,4,,17,,1,,,West South Central,20254204383,
Arkansas,2025,42,"Measles, Imported",,-,0,,,-,,-,Arkansas,,20254204384,POINT (-92.27486 34.7487)
Louisiana,2025,42,"Measles, Imported",,-,1,,1,,1,,Louisiana,,20254204385,POINT (-91.18665 30.44335)
Oklahoma,2025,42,"Measles, Imported",,-,0,,,-,,-,Oklahoma,,20254204386,POINT (-97.52107 35.47203)
Texas,2025,42,"Measles, Imported",,-,4,,16,,,-,Texas,,20254204387,POINT (-97.743 30.26759)
Mountain,2025,42,"Measles, Imported",,-,4,,13,,3,,,Mountain,20254204388,
Arizona,2025,42,"Measles, Imported",,-,4,,4,,1,,Arizona,,20254204389,POINT (-112.07581 33.44825)
Colorado,2025,42,"Measles, Imported",,-,0,,,-,,-,Colorado,,20254204390,POINT (-104.99203 39.74001)
Idaho,2025,42,"Measles, Imported",,-,1,,1,,,-,Idaho,,20254204391,POINT (-116.19341 43.60764)
Montana,2025,42,"Measles, Imported",,-,2,,6,,,-,Montana,,20254204392,POINT (-112.02066 46.58976)
Nevada,2025,42,"Measles, Imported",,-,0,,,-,,-,Nevada,,20254204393,POINT (-119.76698 39.16505)
New Mexico,2025,42,"Measles, Imported",,-,1,,2,,2,,New Mexico,,20254204394,POINT (-105.93825 35.69177)
Utah,2025,42,"Measles, Imported",,-,0,,,-,,-,Utah,,20254204395,POINT (-111.88822 40.76031)
Wyoming,2025,42,"Measles, Imported",,-,0,,,-,,-,Wyoming,,20254204396,POINT (-104.82155 41.13481)
Pacific,2025,42,"Measles, Imported",,-,2,,24,,10,,,Pacific,20254204397,
Alaska,2025,42,"Measles, Imported",,-,1,,2,,,-,Alaska,,20254204398,POINT (-134.4068 58.29973)
California,2025,42,"Measles, Imported",,-,2,,15,,7,,California,,20254204399,POINT (-121.49086 38.57944)
Hawaii,2025,42,"Measles, Imported",,-,1,,2,,,-,Hawaii,,20254204400,POINT (-157.85788 21.30493)
Oregon,2025,42,"Measles, Imported",,-,1,,1,,1,,Oregon,,20254204401,POINT (-123.04382 44.93326)
Washington,2025,42,"Measles, Imported",,-,1,,4,,2,,Washington,,20254204402,POINT (-122.89165 47.03954)
U.S. Territories,2025,42,"Measles, Imported",,-,0,,,-,,-,,U.S. Territories,20254204403,
American Samoa,2025,42,"Measles, Imported",,-,0,,,-,,-,American Samoa,,20254204404,
Commonwealth of Northern Mariana Islands,2025,42,"Measles, Imported",,-,0,,,-,,-,Commonwealth of Northern Mariana Islands,,20254204405,
Guam,2025,42,"Measles, Imported",,-,0,,,-,,-,Guam,,20254204406,
Puerto Rico,2025,42,"Measles, Imported",,-,0,,,-,,-,Puerto Rico,,20254204407,POINT (-66.11692 18.46536)
U.S. Virgin Islands,2025,42,"Measles, Imported",,-,0,,,-,,-,U.S. Virgin Islands,,20254204408,
Non-U.S. Residents,2025,42,"Measles, Imported",,-,0,,,-,,-,,Non-U.S. Residents,20254204409,
Total,2025,42,"Measles, Imported",2.0,,9,,118,,48,,,Total,20254204410,
U.S. Residents,2025,42,"Measles, Indigenous",7.0,,123,,"1,453",,216,,,U.S. Residents,20254204411,
New England,2025,42,"Measles, Indigenous",,-,0,,,-,5,,,New England,20254204412,
Connecticut,2025,42,"Measles, Indigenous",,-,0,,,-,,-,Connecticut,,20254204413,POINT (-72.67398 41.76381)
Maine,2025,42,"Measles, Indigenous",,-,0,,,-,,-,Maine,,20254204414,POINT (-69.77631 44.31804)
Massachusetts,2025,42,"Measles, Indigenous",,-,0,,,-,1,,Massachusetts,,20254204415,POINT (-71.05675 42.35866)
New Hampshire,2025,42,"Measles, Indigenous",,-,0,,,-,2,,New Hampshire,,20254204416,POINT (-71.53661 43.20725)
Rhode Island,2025,42,"Measles, Indigenous",,-,0,,,-,,-,Rhode Island,,20254204417,POINT (-71.41198 41.82388)
Vermont,2025,42,"Measles, Indigenous",,-,0,,,-,2,,Vermont,,20254204418,POINT (-72.57627 44.26029)
Middle Atlantic,2025,42,"Measles, Indigenous",,-,4,,24,,14,,,Middle Atlantic,20254204419,
New Jersey,2025,42,"Measles, Indigenous",,-,2,,4,,5,,New Jersey,,20254204420,POINT (-74.75948 40.21794)
New York,2025,42,"Measles, Indigenous",,-,0,,,-,,-,New York,,20254204421,POINT (-73.75522 42.65155)
New York City,2025,42,"Measles, Indigenous",,-,3,,8,,6,,New York City,,20254204422,POINT (-73.75522 42.65155)
Pennsylvania,2025,42,"Measles, Indigenous",,-,4,,12,,3,,Pennsylvania,,20254204423,POINT (-76.88224 40.25986)
East North Central,2025,42,"Measles, Indigenous",,-,16,,104,,78,,,East North Central,20254204424,
Illinois,2025,42,"Measles, Indigenous",,-,4,,9,,67,,Illinois,,20254204425,POINT (-89.64361 39.8013)
Indiana,2025,42,"Measles, Indigenous",,-,4,,8,,1,,Indiana,,20254204426,POINT (-86.15013 39.76691)
Michigan,2025,42,"Measles, Indigenous",,-,4,,20,,5,,Michigan,,20254204427,POINT (-84.55226 42.73194)
Ohio,2025,42,"Measles, Indigenous",,-,10,,31,,4,,Ohio,,20254204428,POINT (-83.00276 39.96199)
Wisconsin,2025,42,"Measles, Indigenous",,-,16,,36,,1,,Wisconsin,,20254204429,POINT (-89.38645 43.07313)
West North Central,2025,42,"Measles, Indigenous",,-,19,,160,,53,,,West North Central,20254204430,
Iowa,2025,42,"Measles, Indigenous",,-,1,,7,,,-,Iowa,,20254204431,POINT (-93.61539 41.58981)
Kansas,2025,42,"Measles, Indigenous",,-,10,,88,,,-,Kansas,,20254204432,POINT (-95.6712 39.04926)
Minnesota,2025,42,"Measles, Indigenous",,-,6,,16,,50,,Minnesota,,20254204433,POINT (-93.09649 44.94339)
Missouri,2025,42,"Measles, Indigenous",,-,0,,,-,2,,Missouri,,20254204434,POINT (-92.17785 38.57751)
Nebraska,2025,42,"Measles, Indigenous",,-,1,,1,,,-,Nebraska,,20254204435,POINT (-96.70731 40.81362)
North Dakota,2025,42,"Measles, Indigenous",,-,10,,36,,,-,North Dakota,,20254204436,POINT (-100.7797 46.80536)
South Dakota,2025,42,"Measles, Indigenous",,-,6,,12,,1,,South Dakota,,20254204437,POINT (-100.34987 44.36917)
South Atlantic,2025,42,"Measles, Indigenous",,-,4,,20,,16,,,South Atlantic,20254204438,POINT (-100.34987 44.36917)
Delaware,2025,42,"Measles, Indigenous",,-,0,,,-,,-,Delaware,,20254204439,POINT (-75.52474 39.15803)
District of Columbia,2025,42,"Measles, Indigenous",,-,0,,,-,,-,District of Columbia,,20254204440,
Florida,2025,42,"Measles, Indigenous",,-,1,,4,,10,,Florida,,20254204441,POINT (-84.28065 30.43978)
Georgia,2025,42,"Measles, Indigenous",,-,3,,8,,5,,Georgia,,20254204442,POINT (-84.39111 33.74831)
Maryland,2025,42,"Measles, Indigenous",,-,1,,1,,,-,Maryland,,20254204443,POINT (-76.49015 38.97678)
North Carolina,2025,42,"Measles, Indigenous",,-,0,,,-,,-,North Carolina,,20254204444,POINT (-78.64271 35.78543)
South Carolina,2025,42,"Measles, Indigenous",,-,4,,6,,1,,South Carolina,,20254204445,POINT (-81.04537 33.99882)
Virginia,2025,42,"Measles, Indigenous",,-,1,,1,,,-,Virginia,,20254204446,POINT (-77.43367 37.54068)
West Virginia,2025,42,"Measles, Indigenous",,-,0,,,-,,-,West Virginia,,20254204447,POINT (-81.63896 38.35016)
East South Central,2025,42,"Measles, Indigenous",,-,5,,13,,2,,,East South Central,20254204448,
Alabama,2025,42,"Measles, Indigenous",,-,0,,,-,,-,Alabama,,20254204449,POINT (-86.30006 32.38015)
Kentucky,2025,42,"Measles, Indigenous",,-,5,,7,,,-,Kentucky,,20254204450,POINT (-84.8787 38.19507)
Mississippi,2025,42,"Measles, Indigenous",,-,0,,,-,,-,Mississippi,,20254204451,POINT (-90.18045 32.29896)
Tennessee,2025,42,"Measles, Indigenous",,-,2,,6,,2,,Tennessee,,20254204452,POINT (-86.77799 36.16792)
West South Central,2025,42,"Measles, Indigenous",,-,101,,813,,3,,,West South Central,20254204453,
Arkansas,2025,42,"Measles, Indigenous",,-,2,,8,,,-,Arkansas,,20254204454,POINT (-92.27486 34.7487)
Louisiana,2025,42,"Measles, Indigenous",,-,1,,1,,2,,Louisiana,,20254204455,POINT (-91.18665 30.44335)
Oklahoma,2025,42,"Measles, Indigenous",,-,4,,17,,1,,Oklahoma,,20254204456,POINT (-97.52107 35.47203)
Texas,2025,42,"Measles, Indigenous",,-,98,,787,,,-,Texas,,20254204457,POINT (-97.743 30.26759)
Mountain,2025,42,"Measles, Indigenous",7.0,,22,,304,,4,,,Mountain,20254204458,
Arizona,2025,42,"Measles, Indigenous",7.0,,19,,77,,4,,Arizona,,20254204459,POINT (-112.07581 33.44825)
Colorado,2025,42,"Measles, Indigenous",,-,7,,39,,,-,Colorado,,20254204460,POINT (-104.99203 39.74001)
Idaho,2025,42,"Measles, Indigenous",,-,2,,7,,,-,Idaho,,20254204461,POINT (-116.19341 43.60764)
Montana,2025,42,"Measles, Indigenous",,-,5,,26,,,-,Montana,,20254204462,POINT (-112.02066 46.58976)
Nevada,2025,42,"Measles, Indigenous",,-,0,,,-,,-,Nevada,,20254204463,POINT (-119.76698 39.16505)
New Mexico,2025,42,"Measles, Indigenous",,-,13,,97,,,-,New Mexico,,20254204464,POINT (-105.93825 35.69177)
Utah,2025,42,"Measles, Indigenous",,-,13,,58,,,-,Utah,,20254204465,POINT (-111.88822 40.76031)
Wyoming,2025,42,"Measles, Indigenous",,-,0,,,-,,-,Wyoming,,20254204466,POINT (-104.82155 41.13481)
Pacific,2025,42,"Measles, Indigenous",,-,4,,15,,41,,,Pacific,20254204467,
Alaska,2025,42,"Measles, Indigenous",,-,1,,1,,,-,Alaska,,20254204468,POINT (-134.4068 58.29973)
California,2025,42,"Measles, Indigenous",,-,1,,7,,7,,California,,20254204469,POINT (-121.49086 38.57944)
Hawaii,2025,42,"Measles, Indigenous",,-,0,,,-,,-,Hawaii,,20254204470,POINT (-157.85788 21.30493)
Oregon,2025,42,"Measles, Indigenous",,-,0,,,-,30,,Oregon,,20254204471,POINT (-123.04382 44.93326)
Washington,2025,42,"Measles, Indigenous",,-,4,,7,,4,,Washington,,20254204472,POINT (-122.89165 47.03954)
U.S. Territories,2025,42,"Measles, Indigenous",,-,0,,,-,,-,,U.S. Territories,20254204473,
American Samoa,2025,42,"Measles, Indigenous",,-,0,,,-,,-,American Samoa,,20254204474,
Commonwealth of Northern Mariana Islands,2025,42,"Measles, Indigenous",,-,0,,,-,,-,Commonwealth of Northern Mariana Islands,,20254204475,
Guam,2025,42,"Measles, Indigenous",,-,0,,,-,,-,Guam,,20254204476,
Puerto Rico,2025,42,"Measles, Indigenous",,-,0,,,-,,-,Puerto Rico,,20254204477,POINT (-66.11692 18.46536)
U.S. Virgin Islands,2025,42,"Measles, Indigenous",,-,0,,,-,,-,U.S. Virgin Islands,,20254204478,
Non-U.S. Residents,2025,42,"Measles, Indigenous",,-,0,,,-,,-,,Non-U.S. Residents,20254204479,
Total,2025,42,"Measles, Indigenous",7.0,,123,,"1,453",,216,,,Total,20254204480,
U.S. Residents,2025,42,"Meningococcal disease, All serogroups",,-,17,,336,,440,,,U.S. Residents,20254204551,
New England,2025,42,"Meningococcal disease, All serogroups",,-,2,,21,,18,,,New England,20254204552,
Connecticut,2025,42,"Meningococcal disease, All serogroups",,-,1,,6,,5,,Connecticut,,20254204553,POINT (-72.67398 41.76381)
Maine,2025,42,"Meningococcal disease, All serogroups",,-,1,,3,,2,,Maine,,20254204554,POINT (-69.77631 44.31804)
Massachusetts,2025,42,"Meningococcal disease, All serogroups",,-,2,,11,,10,,Massachusetts,,20254204555,POINT (-71.05675 42.35866)
New Hampshire,2025,42,"Meningococcal disease, All serogroups",,-,0,,,-,1,,New Hampshire,,20254204556,POINT (-71.53661 43.20725)
Rhode Island,2025,42,"Meningococcal disease, All serogroups",,-,0,,,-,,-,Rhode Island,,20254204557,POINT (-71.41198 41.82388)
Vermont,2025,42,"Meningococcal disease, All serogroups",,-,1,,1,,,-,Vermont,,20254204558,POINT (-72.57627 44.26029)
Middle Atlantic,2025,42,"Meningococcal disease, All serogroups",,-,4,,39,,71,,,Middle Atlantic,20254204559,
New Jersey,2025,42,"Meningococcal disease, All serogroups",,-,3,,13,,18,,New Jersey,,20254204560,POINT (-74.75948 40.21794)
New York,2025,42,"Meningococcal disease, All serogroups",,-,2,,12,,16,,New York,,20254204561,POINT (-73.75522 42.65155)
New York City,2025,42,"Meningococcal disease, All serogroups",,-,2,,7,,30,,New York City,,20254204562,POINT (-73.75522 42.65155)
Pennsylvania,2025,42,"Meningococcal disease, All serogroups",,-,2,,7,,7,,Pennsylvania,,20254204563,POINT (-76.88224 40.25986)
East North Central,2025,42,"Meningococcal disease, All serogroups",,-,5,,51,,55,,,East North Central,20254204564,
Illinois,2025,42,"Meningococcal disease, All serogroups",,-,3,,24,,19,,Illinois,,20254204565,POINT (-89.64361 39.8013)
Indiana,2025,42,"Meningococcal disease, All serogroups",,-,1,,7,,6,,Indiana,,20254204566,POINT (-86.15013 39.76691)
Michigan,2025,42,"Meningococcal disease, All serogroups",,-,2,,5,,10,,Michigan,,20254204567,POINT (-84.55226 42.73194)
Ohio,2025,42,"Meningococcal disease, All serogroups",,-,2,,14,,14,,Ohio,,20254204568,POINT (-83.00276 39.96199)
Wisconsin,2025,42,"Meningococcal disease, All serogroups",,-,1,,1,,6,,Wisconsin,,20254204569,POINT (-89.38645 43.07313)
West North Central,2025,42,"Meningococcal disease, All serogroups",,-,1,,3,,20,,,West North Central,20254204570,
Iowa,2025,42,"Meningococcal disease, All serogroups",,-,1,,,-,1,,Iowa,,20254204571,POINT (-93.61539 41.58981)
Kansas,2025,42,"Meningococcal disease, All serogroups",,-,0,,,-,2,,Kansas,,20254204572,POINT (-95.6712 39.04926)
Minnesota,2025,42,"Meningococcal disease, All serogroups",,-,1,,,-,6,,Minnesota,,20254204573,POINT (-93.09649 44.94339)
Missouri,2025,42,"Meningococcal disease, All serogroups",,-,0,,,-,9,,Missouri,,20254204574,POINT (-92.17785 38.57751)
Nebraska,2025,42,"Meningococcal disease, All serogroups",,-,1,,2,,1,,Nebraska,,20254204575,POINT (-96.70731 40.81362)
North Dakota,2025,42,"Meningococcal disease, All serogroups",,-,1,,1,,,-,North Dakota,,20254204576,POINT (-100.7797 46.80536)
South Dakota,2025,42,"Meningococcal disease, All serogroups",,-,0,,,-,1,,South Dakota,,20254204577,POINT (-100.34987 44.36917)
South Atlantic,2025,42,"Meningococcal disease, All serogroups",,-,5,,77,,90,,,South Atlantic,20254204578,POINT (-100.34987 44.36917)
Delaware,2025,42,"Meningococcal disease, All serogroups",,-,1,,1,,2,,Delaware,,20254204579,POINT (-75.52474 39.15803)
District of Columbia,2025,42,"Meningococcal disease, All serogroups",,-,1,,1,,1,,District of Columbia,,20254204580,
Florida,2025,42,"Meningococcal disease, All serogroups",,-,2,,27,,25,,Florida,,20254204581,POINT (-84.28065 30.43978)
Georgia,2025,42,"Meningococcal disease, All serogroups",,-,2,,13,,17,,Georgia,,20254204582,POINT (-84.39111 33.74831)
Maryland,2025,42,"Meningococcal disease, All serogroups",,-,3,,10,,10,,Maryland,,20254204583,POINT (-76.49015 38.97678)
North Carolina,2025,42,"Meningococcal disease, All serogroups",,-,2,,8,,10,,North Carolina,,20254204584,POINT (-78.64271 35.78543)
South Carolina,2025,42,"Meningococcal disease, All serogroups",,-,2,,6,,5,,South Carolina,,20254204585,POINT (-81.04537 33.99882)
Virginia,2025,42,"Meningococcal disease, All serogroups",,-,2,,9,,19,,Virginia,,20254204586,POINT (-77.43367 37.54068)
West Virginia,2025,42,"Meningococcal disease, All serogroups",,-,1,,2,,1,,West Virginia,,20254204587,POINT (-81.63896 38.35016)
East South Central,2025,42,"Meningococcal disease, All serogroups",,-,4,,23,,30,,,East South Central,20254204588,
Alabama,2025,42,"Meningococcal disease, All serogroups",,-,2,,8,,12,,Alabama,,20254204589,POINT (-86.30006 32.38015)
Kentucky,2025,42,"Meningococcal disease, All serogroups",,-,2,,5,,4,,Kentucky,,20254204590,POINT (-84.8787 38.19507)
Mississippi,2025,42,"Meningococcal disease, All serogroups",,-,1,,3,,1,,Mississippi,,20254204591,POINT (-90.18045 32.29896)
Tennessee,2025,42,"Meningococcal disease, All serogroups",,-,1,,7,,13,,Tennessee,,20254204592,POINT (-86.77799 36.16792)
West South Central,2025,42,"Meningococcal disease, All serogroups",,-,8,,28,,54,,,West South Central,20254204593,
Arkansas,2025,42,"Meningococcal disease, All serogroups",,-,1,,1,,2,,Arkansas,,20254204594,POINT (-92.27486 34.7487)
Louisiana,2025,42,"Meningococcal disease, All serogroups",,-,1,,1,,3,,Louisiana,,20254204595,POINT (-91.18665 30.44335)
Oklahoma,2025,42,"Meningococcal disease, All serogroups",,-,3,,4,,5,,Oklahoma,,20254204596,POINT (-97.52107 35.47203)
Texas,2025,42,"Meningococcal disease, All serogroups",,-,3,,22,,44,,Texas,,20254204597,POINT (-97.743 30.26759)
Mountain,2025,42,"Meningococcal disease, All serogroups",,-,4,,41,,37,,,Mountain,20254204598,
Arizona,2025,42,"Meningococcal disease, All serogroups",,-,2,,14,,14,,Arizona,,20254204599,POINT (-112.07581 33.44825)
Colorado,2025,42,"Meningococcal disease, All serogroups",,-,4,,18,,15,,Colorado,,20254204600,POINT (-104.99203 39.74001)
Idaho,2025,42,"Meningococcal disease, All serogroups",,-,1,,3,,2,,Idaho,,20254204601,POINT (-116.19341 43.60764)
Montana,2025,42,"Meningococcal disease, All serogroups",,-,1,,1,,,-,Montana,,20254204602,POINT (-112.02066 46.58976)
Nevada,2025,42,"Meningococcal disease, All serogroups",,-,1,,4,,2,,Nevada,,20254204603,POINT (-119.76698 39.16505)
New Mexico,2025,42,"Meningococcal disease, All serogroups",,-,1,,1,,2,,New Mexico,,20254204604,POINT (-105.93825 35.69177)
Utah,2025,42,"Meningococcal disease, All serogroups",,-,1,,,-,1,,Utah,,20254204605,POINT (-111.88822 40.76031)
Wyoming,2025,42,"Meningococcal disease, All serogroups",,-,0,,,-,1,,Wyoming,,20254204606,POINT (-104.82155 41.13481)
Pacific,2025,42,"Meningococcal disease, All serogroups",,-,4,,53,,65,,,Pacific,20254204607,
Alaska,2025,42,"Meningococcal disease, All serogroups",,-,0,,,-,,-,Alaska,,20254204608,POINT (-134.4068 58.29973)
California,2025,42,"Meningococcal disease, All serogroups",,-,4,,44,,55,,California,,20254204609,POINT (-121.49086 38.57944)
Hawaii,2025,42,"Meningococcal disease, All serogroups",,-,1,,1,,3,,Hawaii,,20254204610,POINT (-157.85788 21.30493)
Oregon,2025,42,"Meningococcal disease, All serogroups",,-,1,,5,,2,,Oregon,,20254204611,POINT (-123.04382 44.93326)
Washington,2025,42,"Meningococcal disease, All serogroups",,-,1,,3,,5,,Washington,,20254204612,POINT (-122.89165 47.03954)
U.S. Territories,2025,42,"Meningococcal disease, All serogroups",,-,0,,,-,1,,,U.S. Territories,20254204613,
American Samoa,2025,42,"Meningococcal disease, All serogroups",,-,0,,,-,,-,American Samoa,,20254204614,
Commonwealth of Northern Mariana Islands,2025,42,"Meningococcal disease, All serogroups",,-,0,,,-,,-,Commonwealth of Northern Mariana Islands,,20254204615,
Guam,2025,42,"Meningococcal disease, All serogroups",,-,0,,,-,,-,Guam,,20254204616,
Puerto Rico,2025,42,"Meningococcal disease, All serogroups",,-,0,,,-,1,,Puerto Rico,,20254204617,POINT (-66.11692 18.46536)
U.S. Virgin Islands,2025,42,"Meningococcal disease, All serogroups",,-,0,,,-,,-,U.S. Virgin Islands,,20254204618,
Non-U.S. Residents,2025,42,"Meningococcal disease, All serogroups",,-,0,,,-,,-,,Non-U.S. Residents,20254204619,
Total,2025,42,"Meningococcal disease, All serogroups",,-,17,,336,,441,,,Total,20254204620,
U.S. Residents,2025,42,Pertussis,105.0,,"1,851",,"23,415",,"26,791",,,U.S. Residents,20254205251,
New England,2025,42,Pertussis,,-,60,,454,,"1,380",,,New England,20254205252,
Connecticut,2025,42,Pertussis,,-,10,,66,,266,,Connecticut,,20254205253,POINT (-72.67398 41.76381)
Maine,2025,42,Pertussis,,-,17,,80,,106,,Maine,,20254205254,POINT (-69.77631 44.31804)
Massachusetts,2025,42,Pertussis,,-,40,,153,,693,,Massachusetts,,20254205255,POINT (-71.05675 42.35866)
New Hampshire,2025,42,Pertussis,,-,7,,97,,34,,New Hampshire,,20254205256,POINT (-71.53661 43.20725)
Rhode Island,2025,42,Pertussis,,-,7,,2,,207,,Rhode Island,,20254205257,POINT (-71.41198 41.82388)
Vermont,2025,42,Pertussis,,-,7,,56,,74,,Vermont,,20254205258,POINT (-72.57627 44.26029)
Middle Atlantic,2025,42,Pertussis,13.0,,180,,"1,591",,"5,878",,,Middle Atlantic,20254205259,
New Jersey,2025,42,Pertussis,,-,26,,261,,"1,400",,New Jersey,,20254205260,POINT (-74.75948 40.21794)
New York,2025,42,Pertussis,11.0,,79,,460,,"1,268",,New York,,20254205261,POINT (-73.75522 42.65155)
New York City,2025,42,Pertussis,,-,36,,338,,836,,New York City,,20254205262,POINT (-73.75522 42.65155)
Pennsylvania,2025,42,Pertussis,2.0,,83,,532,,"2,374",,Pennsylvania,,20254205263,POINT (-76.88224 40.25986)
East North Central,2025,42,Pertussis,17.0,,527,,"3,662",,"5,581",,,East North Central,20254205264,
Illinois,2025,42,Pertussis,,-,111,,682,,"1,703",,Illinois,,20254205265,POINT (-89.64361 39.8013)
Indiana,2025,42,Pertussis,,-,32,,371,,319,,Indiana,,20254205266,POINT (-86.15013 39.76691)
Michigan,2025,42,Pertussis,,-,153,,902,,894,,Michigan,,20254205267,POINT (-84.55226 42.73194)
Ohio,2025,42,Pertussis,17.0,,93,,"1,068",,944,,Ohio,,20254205268,POINT (-83.00276 39.96199)
Wisconsin,2025,42,Pertussis,,-,190,,639,,"1,721",,Wisconsin,,20254205269,POINT (-89.38645 43.07313)
West North Central,2025,42,Pertussis,4.0,,355,,"2,194",,"2,560",,,West North Central,20254205270,
Iowa,2025,42,Pertussis,,-,29,,360,,200,,Iowa,,20254205271,POINT (-93.61539 41.58981)
Kansas,2025,42,Pertussis,,-,17,,181,,170,,Kansas,,20254205272,POINT (-95.6712 39.04926)
Minnesota,2025,42,Pertussis,,-,208,,"1,009",,"1,460",,Minnesota,,20254205273,POINT (-93.09649 44.94339)
Missouri,2025,42,Pertussis,,-,52,,98,,412,,Missouri,,20254205274,POINT (-92.17785 38.57751)
Nebraska,2025,42,Pertussis,4.0,,64,,294,,83,,Nebraska,,20254205275,POINT (-96.70731 40.81362)
North Dakota,2025,42,Pertussis,,-,18,,88,,95,,North Dakota,,20254205276,POINT (-100.7797 46.80536)
South Dakota,2025,42,Pertussis,,-,38,,164,,140,,South Dakota,,20254205277,POINT (-100.34987 44.36917)
South Atlantic,2025,42,Pertussis,26.0,,144,,"3,514",,"2,348",,,South Atlantic,20254205278,POINT (-100.34987 44.36917)
Delaware,2025,42,Pertussis,,-,3,,8,,54,,Delaware,,20254205279,POINT (-75.52474 39.15803)
District of Columbia,2025,42,Pertussis,,-,3,,11,,19,,District of Columbia,,20254205280,
Florida,2025,42,Pertussis,23.0,,63,,"1,366",,449,,Florida,,20254205281,POINT (-84.28065 30.43978)
Georgia,2025,42,Pertussis,,-,23,,530,,260,,Georgia,,20254205282,POINT (-84.39111 33.74831)
Maryland,2025,42,Pertussis,3.0,,21,,111,,150,,Maryland,,20254205283,POINT (-76.49015 38.97678)
North Carolina,2025,42,Pertussis,,-,42,,719,,607,,North Carolina,,20254205284,POINT (-78.64271 35.78543)
South Carolina,2025,42,Pertussis,,-,17,,172,,235,,South Carolina,,20254205285,POINT (-81.04537 33.99882)
Virginia,2025,42,Pertussis,,-,36,,478,,544,,Virginia,,20254205286,POINT (-77.43367 37.54068)
West Virginia,2025,42,Pertussis,,-,7,,119,,30,,West Virginia,,20254205287,POINT (-81.63896 38.35016)
East South Central,2025,42,Pertussis,4.0,,103,,"1,982",,727,,,East South Central,20254205288,
Alabama,2025,42,Pertussis,2.0,,52,,876,,132,,Alabama,,20254205289,POINT (-86.30006 32.38015)
Kentucky,2025,42,Pertussis,,-,37,,449,,337,,Kentucky,,20254205290,POINT (-84.8787 38.19507)
Mississippi,2025,42,Pertussis,,-,7,,125,,35,,Mississippi,,20254205291,POINT (-90.18045 32.29896)
Tennessee,2025,42,Pertussis,2.0,,32,,532,,223,,Tennessee,,20254205292,POINT (-86.77799 36.16792)
West South Central,2025,42,Pertussis,12.0,,339,,"1,761",,"1,422",,,West South Central,20254205293,
